epoch,loss,
1,361592.30957447086,
2,249754.4913712341,
3,221094.85863193867,
4,205849.1761020021,
5,196853.1883208743,
6,191202.52184356842,
7,177519.2404701428,
8,169953.01489751256,
9,161111.5815966567,
10,152950.45995489266,
11,139601.57611673122,
12,123742.19520320711,
13,112666.76685829405,
14,101706.63759858001,
15,91829.88497997215,
16,82705.1268137348,
17,71840.0508418393,
18,66486.7518431728,
19,58425.35224366628,
20,54584.376128142525,
21,47446.07072940701,
22,44034.12901107175,
23,42987.95644238917,
24,38302.34622498115,
25,35601.86118752165,
26,32874.20074173896,
27,30680.088855717986,
28,31453.89090993925,
29,28279.389983083085,
30,27098.991510616397,
31,24916.052074407562,
32,23163.859337425813,
33,23275.661992164456,
34,21803.122116485752,
35,20333.788528899917,
36,18831.56757838534,
37,17986.789117685967,
38,17931.89377411506,
39,16351.453354938081,
40,15018.134319774177,
41,14270.395077358224,
42,13622.32605721062,
43,17943.224279010745,
44,14815.33690589805,
45,13577.887038979698,
46,12813.575876867322,
47,12469.500830866606,
48,12155.88307442119,
49,12374.721542238794,
50,11320.812437344362,
51,11541.167860502794,
52,11532.674950137385,
53,10669.014466393981,
54,10352.937904133427,
55,10254.724034645786,
56,10067.946320155088,
57,9901.340718354624,
58,9590.3708706239,
59,9810.158207328326,
60,9149.110303619376,
61,9097.415920667188,
62,9019.291882732889,
63,8796.30790543288,
64,8904.26767784067,
65,9057.413819273022,
66,8463.190627016094,
67,8218.71903085298,
68,8093.087783742717,
69,7974.207364685927,
70,8088.189382084162,
71,7862.372080781198,
72,7940.506216231018,
73,7723.8204603135655,
74,7641.049305102337,
75,7703.950051118803,
76,7245.298128738427,
77,7523.217217587534,
78,7521.96176204926,
79,7277.047150543424,
80,7148.321772448127,
81,7002.753604824001,
82,7118.610004553395,
83,7095.885013618939,
84,7148.450541166413,
85,6803.287064408333,
86,7266.160793099658,
87,6830.968033346989,
88,6874.623863949085,
89,6768.400734831431,
90,6914.438894589379,
91,6702.595530238259,
92,6685.068017444502,
93,6791.837351314039,
94,6877.042672652805,
95,6645.797735409742,
96,6697.862994226125,
97,6572.505923006823,
98,6765.425875062584,
99,6480.418483741944,
100,6515.100137718502,
