epoch,loss,
1,0.16103725592239632,
2,0.15251189137524548,
3,0.1350239077773582,
4,0.11408317773604806,
5,0.09945523790413514,
6,0.09277060237298813,
7,0.08612151968053838,
8,0.0826466837901587,
9,0.08008117867117248,
10,0.07849248381343549,
11,0.07659325913130105,
12,0.07106169195876157,
13,0.06805415294737936,
14,0.06459197356452917,
15,0.06130858553486192,
16,0.05704337165317556,
17,0.05357069548288409,
18,0.05298319364037814,
19,0.04971429588003772,
20,0.04732777621224513,
21,0.04626796571126337,
22,0.04507418587895622,
23,0.04419736794891504,
24,0.04298480834000315,
25,0.04208583613711682,
26,0.041366303688357205,
27,0.04044526843348498,
28,0.040839058684052444,
29,0.03975909773702598,
30,0.03975890655023407,
31,0.03905056130408821,
32,0.037706261454641114,
33,0.03737426794377869,
34,0.03751507632523028,
35,0.03717608947133355,
36,0.03650603258393409,
37,0.0363890970075618,
38,0.03627188421463855,
39,0.035372343453031196,
40,0.035102268665707974,
41,0.0346270373643977,
42,0.03485533404017302,
43,0.034549046558390424,
44,0.034673297533976896,
45,0.03426261669104276,
46,0.03367991633074456,
47,0.03363437159116348,
48,0.0335600461177226,
49,0.033409430074605874,
50,0.032233649220746695,
51,0.032499937355412935,
52,0.03242557522489879,
53,0.03207936954407031,
54,0.03185584054475425,
55,0.03206051292034186,
56,0.03195458688873825,
57,0.03193287732395545,
58,0.03141926234005125,
59,0.031050772859386126,
60,0.030763703358589304,
61,0.030879291686279044,
62,0.030499387042766484,
63,0.030384550043210553,
64,0.030307936193811766,
65,0.030163769270828547,
66,0.02997852914818334,
67,0.029925033418472514,
68,0.029869756353207867,
69,0.029865717584280624,
70,0.030294839989340905,
71,0.029310566852078144,
72,0.02968997788973198,
73,0.029274132176461125,
74,0.02872299582097927,
75,0.02941058584717523,
76,0.02854135286355684,
77,0.029384219222268658,
78,0.028590909879098566,
79,0.028236004490355068,
80,0.028571671898505544,
81,0.02818270027601303,
82,0.0278171022350457,
83,0.028524635706183566,
84,0.028054681260552373,
85,0.027689269402135768,
86,0.02801751387879589,
87,0.02774760267090707,
88,0.02779931534228106,
89,0.027516927718619147,
90,0.027593883734116222,
91,0.02775260647239988,
92,0.02722835151460545,
93,0.02738681132164555,
94,0.027224043014953948,
95,0.027028665966784816,
96,0.02694037053817082,
97,0.026717177386641287,
98,0.026799909182624617,
99,0.02616275774563875,
100,0.026559763765052646,
