epoch,loss,
1,2.160250799616897,
2,1.4113238478430652,
3,1.3460765518621984,
4,1.3133787583276149,
5,1.2515241907906893,
6,1.2715676132303448,
7,1.2153501560853281,
8,1.1536679082056565,
9,1.1088741185302398,
10,1.1032613296010283,
11,1.1059742524952954,
12,1.0353267165124704,
13,1.0492437320699213,
14,1.048988287425225,
15,1.0610713617863425,
16,1.0818868295191586,
17,1.0270312342564725,
18,1.040051748572679,
19,1.0405243397573283,
20,1.0050347839281146,
21,0.9830139147275582,
22,0.9964700356775643,
23,0.9817519423078915,
24,0.9488717004795113,
25,0.9081672330431146,
26,0.9081978363539133,
27,0.9108395600576962,
28,0.9076105726612005,
29,0.9262033461326257,
30,0.8836906525581559,
31,0.855011841570297,
32,0.8211215456034328,
33,0.8411665235981106,
34,0.8563268657977805,
35,0.829247200375901,
36,0.8175691827954037,
37,0.8202986923689829,
38,0.8386576824608657,
39,0.880266795180165,
40,0.8258938580449479,
41,0.781176455492435,
42,0.8082017635527984,
43,0.7620654105943515,
44,0.8015777670435765,
45,0.801257117719703,
46,0.7690213440831991,
47,0.759586705322883,
48,0.7476192171715794,
49,0.7305832150215258,
50,0.7125423610675836,
51,0.7260878125307838,
52,0.7978060870645762,
53,0.8212824380666804,
54,0.7307070342095581,
55,0.7118625089893232,
56,0.7106048720941475,
57,0.7134606840065113,
58,0.6924017771948022,
59,0.6867171488787059,
60,0.7014651962278047,
61,0.6973010066192519,
62,0.718220709057966,
63,0.7001223988741478,
64,0.7179418357506572,
65,0.6701729077588057,
66,0.6661818715926344,
67,0.6581927602164327,
68,0.6685277252360465,
69,0.6893002121469073,
70,0.683209755174217,
71,0.6396656669139039,
72,0.6574662765172617,
73,0.6244311507003397,
74,0.6064242578069226,
75,0.6243317066370552,
76,0.6312840361673198,
77,0.648914498931072,
78,0.6342729933193149,
79,0.6190181059045629,
80,0.6064477776517102,
81,0.5971005219439725,
82,0.6074654058453746,
83,0.6197300981689992,
84,0.5895775060987696,
85,0.5755442267169842,
86,0.5903697765711379,
87,0.5813887309938461,
88,0.5983833239104828,
89,0.58936895219083,
90,0.5815293532407311,
91,0.6491020858625131,
92,0.6386713051690979,
93,0.6385678796011527,
94,0.609399239186628,
95,0.571182427065471,
96,0.564477036421135,
97,0.5805921164174632,
98,0.5803338593218736,
99,0.5848806332829622,
100,0.570788175387941,
