epoch,loss,
1,3.0412341506877274,
2,2.8323785723170425,
3,1.9634236121687625,
4,1.8833528621147984,
5,1.8888847613543764,
6,1.8977269727477972,
7,1.8890747146022004,
8,1.8650745389378312,
9,1.899607334797664,
10,1.8571185289612597,
11,1.9164733446443831,
12,1.855411776761448,
13,1.8808341626276588,
14,1.8622533493806908,
15,1.9024999184310833,
16,1.8596835505644083,
17,1.8446233502354201,
18,1.87907734240378,
19,1.834870170203212,
20,1.825544091659753,
21,1.8287438050788494,
22,1.867158580456597,
23,1.864785771757974,
24,1.8305955232683215,
25,1.8248014587233201,
26,1.8202200880222381,
27,1.8395047953899522,
28,1.8487459496284742,
29,1.829212188826718,
30,1.8363991442289387,
31,1.823300287551434,
32,1.8059552732773263,
33,1.821290253017334,
34,1.8126928062595944,
35,1.7973942258512414,
36,1.7760749892224235,
37,1.8364366970341284,
38,1.8708382771688743,
39,1.8121009947492248,
40,1.824985715069679,
41,1.8188196642214025,
42,1.8221928131624412,
43,1.814036570003181,
44,1.8100343038280484,
45,1.85322323126569,
46,1.8353267341686905,
47,1.832911429475769,
48,1.8558638866049841,
49,1.897023867078472,
50,1.8582870978510746,
51,1.855986959791742,
52,1.823096785316042,
53,1.8946876847398268,
54,1.8449967255686663,
55,1.8284254661275103,
56,1.826083177665516,
57,1.8460884267183848,
58,1.8398005451704045,
59,1.8330364016813523,
60,1.8068764857289414,
61,1.8103191672357806,
62,1.8055610759512286,
63,1.7965673422870563,
64,1.7965938907842274,
65,1.8030501117544622,
66,1.7928405327003993,
67,1.7789095001532067,
68,1.785695620895811,
69,1.8033483310259273,
70,1.8886487183778555,
71,1.8682149053257424,
72,1.8286058703723398,
73,1.8024988752655209,
74,1.8391356687122284,
75,1.844796685952612,
76,1.8319527518823486,
77,1.8884486487206227,
78,1.8661262320330205,
79,1.8364870331555703,
80,1.8411120200558904,
81,1.8395495281801573,
82,1.8149247212833985,
83,1.8180445096100728,
84,1.8359693743019265,
85,1.872206946906238,
86,1.911540647750593,
87,1.851776107261481,
88,1.8498054712394227,
89,1.8376015187744101,
90,1.8326449614420415,
91,1.8450557313240232,
92,1.8263767693655153,
93,1.8192604873709253,
94,1.8165332543304593,
95,1.8115407347785235,
96,1.8190627300811715,
97,1.7940097304977023,
98,1.8464874714969675,
99,1.8271821851759482,
100,1.8142540240122849,
